,A,B,C,A,B,C
28584,WAW77114.1 ,AY.103,1271,USA,USA,2021/12/2
28585,WAU95081.1 ,AY.113,1271,Mexico,Mexico,2021/12/2
28586,WAU95198.1 ,AY.20,1271,Mexico,Mexico,2021/12/2
28587,WAU96198.1 ,AY.113,1271,Mexico,Mexico,2021/12/2
28588,WAV03565.1 ,AY.100,1271,Mexico,Mexico,2021/12/2
28589,WAV03779.1 ,AY.20,1271,Mexico,Mexico,2021/12/2
28590,WAV12715.1 ,AY.26,1271,Mexico,Mexico,2021/12/2
28591,WAA70603.1 ,AY.103,1271,USA,USA,2021/12/2
28592,WAA78915.1 ,AY.103,1271,USA,USA,2021/12/2
28593,UYB92386.1 ,AY.101,1271,Brazil,Brazil,2021/12/2
28594,URB46685.1 ,AY.124,1271,Brazil,Brazil,2021/12/2
28595,URB46840.1 ,AY.100,1271,Brazil,Brazil,2021/12/2
28596,URB46935.1 ,AY.43,1271,Brazil,Brazil,2021/12/2
28597,URB47042.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/2
28598,URB47734.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/2
28599,URB48368.1 ,AY.47,1271,Brazil,Brazil,2021/12/2
28600,URB48833.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/2
28601,URB49827.1 ,AY.122,1271,Brazil,Brazil,2021/12/2
28602,URB49935.1 ,AY.34.1.1,1271,Brazil,Brazil,2021/12/2
28603,URB51398.1 ,AY.4.2,1271,Brazil,Brazil,2021/12/2
28604,URB51552.1 ,AY.34.1.1,1271,Brazil,Brazil,2021/12/2
28605,UQF06444.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/12/2
28606,UQF06500.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/12/2
28607,UQG97131.1 ,AY.100,1271,USA: Arizona,USA,2021/12/2
28608,UQH10955.1 ,AY.44,1271,"USA: Arizona, Gila",USA,2021/12/2
28609,UNQ84169.1 ,BA.1.17,1273,India: New Delhi,India,2021/12/2
28610,UNS26494.1 ,AY.3,1271,"USA: Orange County, CA",USA,2021/12/2
28611,UJZ31562.1 ,AY.46.6,1271,Germany,Germany,2021/12/2
28612,UJZ31944.1 ,AY.122,1271,Germany,Germany,2021/12/2
28613,UJP72960.1 ,AY.25.1,1266,USA: Arkansas,USA,2021/12/2
28614,UJL01347.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28615,UJI68341.1 ,AY.39,1271,USA: SD,USA,2021/12/2
28616,UIX61882.1 ,AY.25.1,1271,"USA: California, Los Angees County",USA,2021/12/2
28617,UIT79232.1 ,AY.3,1271,"USA: SC, RICHLAND",USA,2021/12/2
28618,UIQ87404.1 ,AY.75,1271,USA,USA,2021/12/2
28619,UIQ88891.1 ,AY.25.1,1271,USA,USA,2021/12/2
28620,UIS62444.1 ,AY.44,1273,USA,USA,2021/12/2
28621,UIS63268.1 ,AY.20,1273,USA,USA,2021/12/2
28622,UIS64859.1 ,B.1.617.2,1273,USA,USA,2021/12/2
28623,UIS94928.1 ,AY.3,1271,"USA: SC, HORRY",USA,2021/12/2
28624,UIS97114.1 ,AY.119,1271,Dominican Republic,Dominican Republic,2021/12/2
28625,UIF48521.1 ,AY.39,1271,USA,USA,2021/12/2
28626,UIH04622.1 ,AY.44,1271,USA: Virginia,USA,2021/12/2
28627,UIE64573.1 ,AY.103,1271,USA,USA,2021/12/2
28628,UHY85217.1 ,AY.20,1271,USA,USA,2021/12/2
28629,UHZ95201.1 ,AY.103,1271,USA: Colorado,USA,2021/12/2
28630,UHZ95391.1 ,AY.25,1271,USA: North Dakota,USA,2021/12/2
28631,UHZ95665.1 ,AY.3,1271,USA: Colorado,USA,2021/12/2
28632,UHZ95725.1 ,AY.44,1271,USA: Colorado,USA,2021/12/2
28633,UHZ95737.1 ,AY.103,1271,USA: South Carolina,USA,2021/12/2
28634,UHZ96166.1 ,AY.119,1271,USA: Colorado,USA,2021/12/2
28635,UHW09999.1 ,AY.122,1271,USA: AR,USA,2021/12/2
28636,UHU17421.1 ,AY.103,1271,USA,USA,2021/12/2
28637,UHU67576.1 ,AY.100,1271,USA,USA,2021/12/2
28638,UHT67425.1 ,AY.119.2,1271,USA: New Mexico,USA,2021/12/2
28639,UHR07694.1 ,AY.103,1271,USA: Virginia,USA,2021/12/2
28640,UHR07778.1 ,AY.100,1271,USA: Virginia,USA,2021/12/2
28641,UHR07825.1 ,AY.3,1271,USA: Virginia,USA,2021/12/2
28642,UHS28571.1 ,AY.26,1271,USA,USA,2021/12/2
28643,UHS28821.1 ,AY.26,1269,USA,USA,2021/12/2
28644,UHS28833.1 ,AY.44,1271,USA,USA,2021/12/2
28645,UHS28845.1 ,AY.1,1271,USA,USA,2021/12/2
28646,UHS29342.1 ,AY.25,1271,USA,USA,2021/12/2
28647,UHP66371.1 ,AY.39,1271,USA,USA,2021/12/2
28648,UHP69657.1 ,AY.119,1271,USA,USA,2021/12/2
28649,UHO86437.1 ,AY.44,1271,USA: Connecticut,USA,2021/12/2
28650,UHO86791.1 ,AY.103,1271,USA: Nebraska,USA,2021/12/2
28651,UHO86953.1 ,AY.103,1271,USA: Iowa,USA,2021/12/2
28652,UHO87200.1 ,AY.3,1271,USA: Pennsylvania,USA,2021/12/2
28653,UHK57449.1 ,AY.103,1273,USA: New Jersey,USA,2021/12/2
28654,UHK57521.1 ,AY.103,1271,USA: Nebraska,USA,2021/12/2
28655,UHK59126.1 ,AY.119,1271,USA: Connecticut,USA,2021/12/2
28656,UHK59162.1 ,AY.26,1271,USA: Michigan,USA,2021/12/2
28657,UHK59414.1 ,AY.25,1271,USA: Alabama,USA,2021/12/2
28658,UHK59498.1 ,AY.103,1271,USA: Ohio,USA,2021/12/2
28659,UHK59534.1 ,AY.119,1271,USA: Ohio,USA,2021/12/2
28660,UHN11255.1 ,AY.103,1271,USA: Nevada,USA,2021/12/2
28661,UHN11772.1 ,AY.103,1271,USA: Texas,USA,2021/12/2
28662,UHN12223.1 ,AY.25.1,1271,USA: Kansas,USA,2021/12/2
28663,UHN12388.1 ,AY.100,1271,USA: Kentucky,USA,2021/12/2
28664,UHN12400.1 ,AY.39,1271,USA: Ohio,USA,2021/12/2
28665,UHN12564.1 ,AY.39,1271,USA: Indiana,USA,2021/12/2
28666,UHN63205.1 ,AY.119,1271,USA: Ohio,USA,2021/12/2
28667,UHN63253.1 ,AY.103,1271,USA: Maine,USA,2021/12/2
28668,UHN63620.1 ,AY.103,1271,USA: Ohio,USA,2021/12/2
28669,UHN63716.1 ,AY.3,1271,USA: Ohio,USA,2021/12/2
28670,UHN63776.1 ,AY.3,1271,USA: New York,USA,2021/12/2
28671,UHN83346.1 ,AY.119,1272,USA: New Jersey,USA,2021/12/2
28672,UHO18476.1 ,AY.3,1271,USA,USA,2021/12/2
28673,UHO20149.1 ,AY.3,1271,USA,USA,2021/12/2
28674,UHG52392.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28675,UHG53652.1 ,AY.117,1271,USA: Minnesota,USA,2021/12/2
28676,UHG54262.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28677,UHL56325.1 ,AY.26,1269,"USA: California, Los Angeles County",USA,2021/12/2
28678,UHM18462.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28679,UHM52741.1 ,AY.44,1271,USA: Colorado,USA,2021/12/2
28680,UHJ24673.1 ,AY.99.2,1271,USA: Florida,USA,2021/12/2
28681,UHJ24779.1 ,AY.105,1271,USA: New Mexico,USA,2021/12/2
28682,UHJ25352.1 ,AY.103,1271,USA: Florida,USA,2021/12/2
28683,UHJ35716.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28684,UHJ36064.1 ,AY.100,1271,USA: Minnesota,USA,2021/12/2
28685,UHJ70455.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/2
28686,UHJ71169.1 ,AY.25.1,1273,USA: Minnesota,USA,2021/12/2
28687,UHJ71535.1 ,AY.100,1271,USA: Wisconsin,USA,2021/12/2
28688,UHJ72343.1 ,AY.25,1273,USA: Minnesota,USA,2021/12/2
28689,UHJ72959.1 ,AY.100,1271,USA: Minnesota,USA,2021/12/2
28690,UHJ73112.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/2
28691,UHJ73243.1 ,AY.117,1271,USA: Minnesota,USA,2021/12/2
28692,UHJ85937.1 ,AY.100,1271,USA: New Mexico,USA,2021/12/2
28693,UHD92245.1 ,AY.103,1271,USA: West Virginia,USA,2021/12/2
28694,UHE51873.1 ,AY.3,1270,USA: Virginia,USA,2021/12/2
28695,UHE52071.1 ,AY.25,1271,USA: North Carolina,USA,2021/12/2
28696,UHE52107.1 ,AY.103,1271,USA: Virginia,USA,2021/12/2
28697,UHE52119.1 ,AY.103,1271,USA: District of Columbia,USA,2021/12/2
28698,UHE52545.1 ,AY.25.1,1271,USA: Maryland,USA,2021/12/2
28699,UHE53053.1 ,AY.103,1271,USA: Virginia,USA,2021/12/2
28700,UHE53524.1 ,AY.100,1271,USA: New Jersey,USA,2021/12/2
28701,UHE53559.1 ,AY.44,1271,USA: New Jersey,USA,2021/12/2
28702,UHE53665.1 ,AY.121,1271,USA: New York,USA,2021/12/2
28703,UHE54295.1 ,AY.98,1271,USA: New York,USA,2021/12/2
28704,UHE54505.1 ,AY.44,1271,USA: Pennsylvania,USA,2021/12/2
28705,UHE54779.1 ,AY.44,1271,USA: New York,USA,2021/12/2
28706,UHE54885.1 ,AY.3,1271,USA: New Jersey,USA,2021/12/2
28707,UHE55372.1 ,AY.39,1271,USA: New Jersey,USA,2021/12/2
28708,UHE55502.1 ,AY.122,1271,USA: Connecticut,USA,2021/12/2
28709,UHE55640.1 ,AY.39,1271,USA: New York,USA,2021/12/2
28710,UHE55791.1 ,AY.46.4,1271,USA: Florida,USA,2021/12/2
28711,UHE55923.1 ,AY.4,1271,USA: Maryland,USA,2021/12/2
28712,UHE56233.1 ,AY.119.2,1271,USA: Pennsylvania,USA,2021/12/2
28713,UGZ51629.1 ,AY.25,1271,USA: Massachusetts,USA,2021/12/2
28714,UGZ52503.1 ,AY.103,1271,USA: Vermont,USA,2021/12/2
28715,UGZ84806.1 ,AY.39,1271,USA: Ohio,USA,2021/12/2
28716,UGZ84830.1 ,AY.20,1271,USA: Ohio,USA,2021/12/2
28717,UGZ85456.1 ,AY.44,1271,USA: Oregon,USA,2021/12/2
28718,UGZ85609.1 ,AY.98.1,1271,USA: Ohio,USA,2021/12/2
28719,UGZ85704.1 ,AY.4,1271,USA: District of Columbia,USA,2021/12/2
28720,UGZ85984.1 ,AY.3,1271,USA: District of Columbia,USA,2021/12/2
28721,UGZ86234.1 ,AY.103,1271,USA: Illinois,USA,2021/12/2
28722,UGZ86328.1 ,B.1.617.2,1271,USA: Washington,USA,2021/12/2
28723,UGZ86728.1 ,AY.119,1271,USA: Pennsylvania,USA,2021/12/2
28724,UGZ86835.1 ,AY.25.1,1271,USA: Ohio,USA,2021/12/2
28725,UHB39467.1 ,BA.1.17,1270,USA: Wisconsin,USA,2021/12/2
28726,UGW45253.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/2
28727,UGW46004.1 ,AY.25,1271,USA: Massachusetts,USA,2021/12/2
28728,UGW46109.1 ,AY.3,1271,USA: Massachusetts,USA,2021/12/2
28729,UGW48371.1 ,AY.44,1271,USA: Massachusetts,USA,2021/12/2
28730,UGX05474.1 ,AY.39.1,1271,USA: North Carolina,USA,2021/12/2
28731,UGX12566.1 ,AY.4,1271,USA: New York,USA,2021/12/2
28732,UGX12841.1 ,AY.100,1271,USA: New York,USA,2021/12/2
28733,UGX12948.1 ,AY.100,1271,USA: Virginia,USA,2021/12/2
28734,UGX13197.1 ,AY.25.1,1271,USA: New York,USA,2021/12/2
28735,UGX13448.1 ,AY.47,1271,USA: Alabama,USA,2021/12/2
28736,UGX14041.1 ,AY.121,1271,USA: New York,USA,2021/12/2
28737,UGX14208.1 ,AY.43,1271,USA: New York,USA,2021/12/2
28738,UGX73681.1 ,AY.25,1271,USA: Michigan,USA,2021/12/2
28739,UGX73885.1 ,AY.122,1271,USA: Georgia,USA,2021/12/2
28740,UGX74110.1 ,AY.34,1271,USA: Florida,USA,2021/12/2
28741,UGX74266.1 ,AY.103,1271,USA: Texas,USA,2021/12/2
28742,UGX74624.1 ,AY.39,1271,USA: Indiana,USA,2021/12/2
28743,UGX74707.1 ,AY.103,1271,USA: Michigan,USA,2021/12/2
28744,UGX74886.1 ,AY.39,1271,USA: Michigan,USA,2021/12/2
28745,UGX75269.1 ,AY.26,1271,USA: Florida,USA,2021/12/2
28746,UGX75281.1 ,AY.3,1271,USA: Virginia,USA,2021/12/2
28747,UGX75329.1 ,AY.103,1271,USA: Michigan,USA,2021/12/2
28748,UGX75484.1 ,AY.39,1269,USA: Florida,USA,2021/12/2
28749,UGX75640.1 ,AY.44,1271,USA: Indiana,USA,2021/12/2
28750,UGX75687.1 ,AY.103,1271,USA: Texas,USA,2021/12/2
28751,UGX75747.1 ,AY.25,1271,USA: Florida,USA,2021/12/2
28752,UGX75769.1 ,AY.44,1271,USA: Georgia,USA,2021/12/2
28753,UGX76006.1 ,AY.103,1271,USA: Indiana,USA,2021/12/2
28754,UGX77467.1 ,AY.100,1271,USA: Indiana,USA,2021/12/2
28755,UGX77502.1 ,AY.20,1271,USA: Michigan,USA,2021/12/2
28756,UGX77692.1 ,AY.46.4,1271,USA: Texas,USA,2021/12/2
28757,UGX78628.1 ,AY.3,1271,USA: Illinois,USA,2021/12/2
28758,UGX78891.1 ,AY.39,1271,USA: Florida,USA,2021/12/2
28759,UGX78987.1 ,AY.100,1271,USA: Pennsylvania,USA,2021/12/2
28760,UGX79059.1 ,AY.103,1271,USA: Arizona,USA,2021/12/2
28761,UGX79497.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/2
28762,UGX79723.1 ,AY.3.1,1271,USA: Pennsylvania,USA,2021/12/2
28763,UGX79951.1 ,AY.100,1271,USA: Pennsylvania,USA,2021/12/2
28764,UGX80058.1 ,AY.44,1271,USA: Indiana,USA,2021/12/2
28765,UGX80214.1 ,AY.3,1271,USA: Michigan,USA,2021/12/2
28766,UGV33364.1 ,AY.34,1271,USA: Pennsylvania,USA,2021/12/2
28767,UGW02593.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/2
28768,UGW03676.1 ,AY.122,1271,USA: Massachusetts,USA,2021/12/2
28769,UGW03772.1 ,AY.25.1,1268,USA: Massachusetts,USA,2021/12/2
28770,UGT01296.1 ,AY.119,1271,USA,USA,2021/12/2
28771,UGR88034.1 ,AY.103,1271,USA: Michigan,USA,2021/12/2
28772,UGR88928.1 ,AY.119.2,1271,USA: Colorado,USA,2021/12/2
28773,UGR88976.1 ,AY.3,1271,USA: Wisconsin,USA,2021/12/2
28774,UGR89582.1 ,AY.44,1271,USA: California,USA,2021/12/2
28775,UGR89700.1 ,AY.103,1271,USA: California,USA,2021/12/2
28776,UGR90198.1 ,AY.118,1271,USA: California,USA,2021/12/2
28777,UGR90222.1 ,AY.64,1271,USA: California,USA,2021/12/2
28778,UGR92364.1 ,AY.119.2,1271,USA: California,USA,2021/12/2
28779,UGP80579.1 ,AY.20,1271,USA: California,USA,2021/12/2
28780,UGP81164.1 ,AY.20,1271,USA: California,USA,2021/12/2
28781,UGP81356.1 ,AY.119.2,1271,USA: California,USA,2021/12/2
28782,UGP81665.1 ,AY.118,1271,USA: California,USA,2021/12/2
28783,UGP82293.1 ,AY.25.1,1271,USA: California,USA,2021/12/2
28784,UGP82329.1 ,AY.26,1271,USA: California,USA,2021/12/2
28785,UGP82521.1 ,AY.44,1271,USA: California,USA,2021/12/2
28786,UGP83140.1 ,AY.100,1271,USA: California,USA,2021/12/2
28787,UGP83188.1 ,AY.103,1271,USA: California,USA,2021/12/2
28788,UGP83473.1 ,AY.43,1271,USA: California,USA,2021/12/2
28789,UGP83605.1 ,AY.103,1271,USA: California,USA,2021/12/2
28790,UGP83653.1 ,AY.44,1271,USA: California,USA,2021/12/2
28791,UGP84133.1 ,AY.44,1271,USA: California,USA,2021/12/2
28792,UGP84253.1 ,AY.25.1,1271,USA: California,USA,2021/12/2
28793,WAV01503.1 ,AY.26,1271,Mexico,Mexico,2021/12/3
28794,WAV02780.1 ,AY.26,1271,Mexico,Mexico,2021/12/3
28795,WAA70495.1 ,AY.25,1271,USA,USA,2021/12/3
28796,WAA70519.1 ,AY.3,1271,USA,USA,2021/12/3
28797,WAA70531.1 ,AY.103,1271,USA,USA,2021/12/3
28798,WAA70579.1 ,AY.3,1271,USA,USA,2021/12/3
28799,WAA70710.1 ,AY.3,1271,USA,USA,2021/12/3
28800,WAA70732.1 ,AY.122,1271,USA,USA,2021/12/3
28801,WAA70780.1 ,AY.103,1271,USA,USA,2021/12/3
28802,URB46733.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28803,URB47078.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28804,URB47544.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28805,URB48452.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28806,URB48701.1 ,AY.101,1271,Brazil,Brazil,2021/12/3
28807,URB54180.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28808,URB54466.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/3
28809,UQF06569.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/12/3
28810,UQF06733.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/12/3
28811,UPM16173.1 ,AY.25,1271,USA: MP,USA,2021/12/3
28812,UPB53988.1 ,AY.43,1271,France,France,2021/12/3
28813,UPB55250.1 ,AY.98.1,1271,France,France,2021/12/3
28814,UOA57332.1 ,AY.44,1271,USA: Virginia,USA,2021/12/3
28815,UNA07736.1 ,AY.107,1269,Jamaica,Jamaica,2021/12/3
28816,UNA07841.1 ,AY.103,1269,Jamaica,Jamaica,2021/12/3
28817,ULD95619.1 ,BA.1.17,1270,South Africa,South Africa,2021/12/3
28818,UJP73068.1 ,AY.103,1266,USA: Arkansas,USA,2021/12/3
28819,UJI68353.1 ,AY.103,1271,USA: CT,USA,2021/12/3
28820,UIT79411.1 ,AY.3,1271,"USA: SC, HORRY",USA,2021/12/3
28821,UIT79722.1 ,AY.103,1271,"USA: SC, SPARTANBURG",USA,2021/12/3
28822,UIS62350.1 ,AY.103,1273,USA,USA,2021/12/3
28823,UIS95275.1 ,AY.103,1271,"USA: SC, DILLON",USA,2021/12/3
28824,UIH05811.1 ,AY.44,1270,USA: New York,USA,2021/12/3
28825,UIE17312.1 ,AY.3,1271,USA: FL,USA,2021/12/3
28826,UIE30928.1 ,AY.44,1271,USA: FL,USA,2021/12/3
28827,UIE31345.1 ,AY.25,1271,USA: FL,USA,2021/12/3
28828,UIE62889.1 ,AY.103,1271,USA,USA,2021/12/3
28829,UHZ89360.1 ,AY.100,1271,USA: Virginia,USA,2021/12/3
28830,UHZ96321.1 ,AY.103,1271,USA: North Carolina,USA,2021/12/3
28831,UHX86416.1 ,AY.44,1271,USA: Colorado,USA,2021/12/3
28832,UHX86534.1 ,AY.39,1271,USA: Colorado,USA,2021/12/3
28833,UHX86675.1 ,AY.118,1271,USA: Colorado,USA,2021/12/3
28834,UHX86819.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/3
28835,UHX86854.1 ,AY.119,1269,USA: Colorado,USA,2021/12/3
28836,UHX86949.1 ,AY.3.1,1271,USA: Ohio,USA,2021/12/3
28837,UHX87235.1 ,AY.25,1271,USA: Colorado,USA,2021/12/3
28838,UHX88235.1 ,AY.103,1269,USA: Colorado,USA,2021/12/3
28839,UHX88247.1 ,AY.39.1,1271,USA: Colorado,USA,2021/12/3
28840,UHX88449.1 ,AY.25,1271,USA: Colorado,USA,2021/12/3
28841,UHX88989.1 ,AY.39,1271,USA: Colorado,USA,2021/12/3
28842,UHX89239.1 ,AY.44,1270,USA: Colorado,USA,2021/12/3
28843,UHW96498.1 ,AY.26,1271,"USA: California, Los Angeles",USA,2021/12/3
28844,UHW10059.1 ,AY.103,1271,USA: PA,USA,2021/12/3
28845,UHU36050.1 ,AY.75,1270,USA: TN,USA,2021/12/3
28846,UHT11374.1 ,AY.25,1271,USA,USA,2021/12/3
28847,UHR70848.1 ,AY.3,1271,USA: Colorado,USA,2021/12/3
28848,UHS12836.1 ,AY.39,1271,USA: GA,USA,2021/12/3
28849,UHO68310.1 ,AY.25,1271,USA,USA,2021/12/3
28850,UHO87593.1 ,AY.122,1271,USA: Texas,USA,2021/12/3
28851,UHK60247.1 ,AY.117,1271,USA: Arizona,USA,2021/12/3
28852,UHK60367.1 ,AY.103,1271,USA: New York,USA,2021/12/3
28853,UHK60590.1 ,AY.3,1271,USA: Mississippi,USA,2021/12/3
28854,UHK60638.1 ,AY.100,1271,USA: South Dakota,USA,2021/12/3
28855,UHK60830.1 ,AY.44,1271,USA: Montana,USA,2021/12/3
28856,UHK61089.1 ,AY.44,1271,USA: Wisconsin,USA,2021/12/3
28857,UHK61292.1 ,AY.103,1271,USA: New Jersey,USA,2021/12/3
28858,UHK61340.1 ,AY.122,1271,USA: California,USA,2021/12/3
28859,UHK61424.1 ,AY.119.2,1271,USA: Ohio,USA,2021/12/3
28860,UHK61532.1 ,AY.39,1273,USA: Michigan,USA,2021/12/3
28861,UHK61640.1 ,AY.3.1,1271,USA: Ohio,USA,2021/12/3
28862,UHK61756.1 ,AY.39,1271,USA: Illinois,USA,2021/12/3
28863,UHK61804.1 ,AY.25.1,1271,USA: North Carolina,USA,2021/12/3
28864,UHK62527.1 ,AY.103,1271,USA: Oregon,USA,2021/12/3
28865,UHN13166.1 ,AY.118,1271,USA: Kentucky,USA,2021/12/3
28866,UHN13274.1 ,AY.103,1271,USA: Texas,USA,2021/12/3
28867,UHN14083.1 ,AY.47,1271,USA: Indiana,USA,2021/12/3
28868,UHN14212.1 ,AY.119.1,1271,USA: New Mexico,USA,2021/12/3
28869,UHN14538.1 ,AY.103,1271,USA: Arizona,USA,2021/12/3
28870,UHN14699.1 ,AY.3,1271,USA: Kentucky,USA,2021/12/3
28871,UHN14770.1 ,AY.39,1271,USA: Minnesota,USA,2021/12/3
28872,UHN14864.1 ,AY.100,1271,USA: Nevada,USA,2021/12/3
28873,UHO10811.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/3
28874,UHO16673.1 ,AY.103,1271,USA: Vermont,USA,2021/12/3
28875,UHO16804.1 ,AY.44,1271,USA: Vermont,USA,2021/12/3
28876,UHG54999.1 ,AY.3,1271,USA: Minnesota,USA,2021/12/3
28877,UHG57003.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/3
28878,UHG57867.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/3
28879,UHG58056.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/3
28880,UHG58769.1 ,AY.125,1271,USA: Minnesota,USA,2021/12/3
28881,UHG59750.1 ,AY.122,1271,USA: Minnesota,USA,2021/12/3
28882,UHG59882.1 ,AY.122,1271,USA: West Virginia,USA,2021/12/3
28883,UHL45374.1 ,AY.44,1271,USA,USA,2021/12/3
28884,UHL46246.1 ,AY.34,1271,USA,USA,2021/12/3
28885,UHM20634.1 ,AY.25.1,1271,USA,USA,2021/12/3
28886,UHJ25469.1 ,AY.119.2,1271,USA: Kansas,USA,2021/12/3
28887,UHJ25563.1 ,AY.20,1271,USA: New Mexico,USA,2021/12/3
28888,UHJ25599.1 ,AY.119,1271,USA: Virginia,USA,2021/12/3
28889,UHJ26287.1 ,AY.25.1,1271,USA: Florida,USA,2021/12/3
28890,UHJ26474.1 ,AY.119,1271,USA: Wisconsin,USA,2021/12/3
28891,UHJ27093.1 ,AY.39,1271,USA: Florida,USA,2021/12/3
28892,UHJ27129.1 ,AY.25.1,1271,USA: New Jersey,USA,2021/12/3
28893,UHJ73811.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/3
28894,UHJ80285.1 ,AY.103,1271,USA: FL,USA,2021/12/3
28895,UHJ80404.1 ,AY.44,1271,USA: FL,USA,2021/12/3
28896,UHJ86926.1 ,AY.100,1271,USA: New Jersey,USA,2021/12/3
28897,UHJ87034.1 ,AY.107,1271,USA: Texas,USA,2021/12/3
28898,UHD94232.1 ,AY.39,1271,USA: West Virginia,USA,2021/12/3
28899,UHE56658.1 ,AY.103,1271,USA: Connecticut,USA,2021/12/3
28900,UHE56694.1 ,AY.1,1271,USA: Connecticut,USA,2021/12/3
28901,UHE56789.1 ,AY.25,1269,USA: Massachusetts,USA,2021/12/3
28902,UHE56813.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/3
28903,UHE57003.1 ,AY.25,1271,USA: Pennsylvania,USA,2021/12/3
28904,UHE57061.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/3
28905,UHE57336.1 ,AY.1,1271,USA: Delaware,USA,2021/12/3
28906,UHE57744.1 ,AY.75,1271,USA: Pennsylvania,USA,2021/12/3
28907,UHE57768.1 ,AY.103,1271,USA: Maryland,USA,2021/12/3
28908,UHE58511.1 ,AY.100,1271,USA: Delaware,USA,2021/12/3
28909,UHE58921.1 ,AY.25,1271,USA: Pennsylvania,USA,2021/12/3
28910,UHE59087.1 ,AY.3,1271,USA: Pennsylvania,USA,2021/12/3
28911,UHG14214.1 ,AY.103,1271,USA: Michigan,USA,2021/12/3
28912,UHG14466.1 ,AY.100,1271,USA: Pennsylvania,USA,2021/12/3
28913,UHG14634.1 ,AY.44,1271,USA: Ohio,USA,2021/12/3
28914,UHG15038.1 ,AY.103,1271,USA: Indiana,USA,2021/12/3
28915,UHG15275.1 ,AY.103,1271,USA: Michigan,USA,2021/12/3
28916,UHG15347.1 ,AY.119,1271,USA: Illinois,USA,2021/12/3
28917,UHG15406.1 ,AY.39,1271,USA: Michigan,USA,2021/12/3
28918,UHG15430.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/3
28919,UHG15466.1 ,AY.103,1271,USA: Indiana,USA,2021/12/3
28920,UHJ10410.1 ,AY.119.2,1271,USA,USA,2021/12/3
28921,UHJ15960.1 ,AY.34.1,1271,USA: Ohio,USA,2021/12/3
28922,UHB77903.1 ,AY.119,1271,USA: Massachusetts,USA,2021/12/3
28923,UHB80133.1 ,AY.25,1271,USA: Massachusetts,USA,2021/12/3
28924,UGZ50454.1 ,AY.119.2,1271,USA: Massachusetts,USA,2021/12/3
28925,UGZ50537.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/3
28926,UGZ87115.1 ,AY.122,1271,USA: Maryland,USA,2021/12/3
28927,UGZ87315.1 ,AY.43,1271,USA: Tennessee,USA,2021/12/3
28928,UGZ87477.1 ,AY.26,1271,USA: California,USA,2021/12/3
28929,UGZ87901.1 ,AY.103,1271,USA: Washington,USA,2021/12/3
28930,UGZ87925.1 ,AY.44,1271,USA: Washington,USA,2021/12/3
28931,UHA47450.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/3
28932,UHA47759.1 ,AY.119,1271,USA: Massachusetts,USA,2021/12/3
28933,UHA49762.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/3
28934,UHA51152.1 ,AY.44,1271,USA: Massachusetts,USA,2021/12/3
28935,UHA51344.1 ,AY.3,1271,USA: Massachusetts,USA,2021/12/3
28936,UHA51368.1 ,AY.25,1271,USA: Massachusetts,USA,2021/12/3
28937,UHA51642.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/3
28938,UHA54987.1 ,AY.103,1271,USA: New Hampshire,USA,2021/12/3
28939,UHA54999.1 ,AY.119.2,1271,USA: New Hampshire,USA,2021/12/3
28940,UHB30206.1 ,AY.44,1271,USA: Michigan,USA,2021/12/3
